Organism/Name	TaxID	BioProject_Accession	BioProject_ID	Group	SubGroup	Size_(Mb)	GC%	Assembly_Accession	Chromosomes	Organelles	Plasmids	WGS	Scaffolds	Genes	Proteins	Release_Date	Modify_Date	Status	Center	BioSample_Accession
Taphrina_populina_JCM_22190	1450760	PRJDB1592	271741	Fungi	Ascomycetes	11.9975	47.4	GCA_000836195.1	-	-	-	BAVX01	335	-	-	2015/02/03	2015/09/16	Scaffold	University_of_Miyazaki	SAMD00003393
fungal_sp._No.11243	1603295	PRJDB3453	273823	Fungi	Other_Fungi	21.7198	54	GCA_000836255.1	-	-	-	BBSH01	20	9730	9693	2015/01/27	2015/04/21	Scaffold	Tsukuba_Biotechnology_Research_Center,_Astellas_Pharma_Inc.,	SAMD00024929
Sarcocystis_neurona	42890	PRJNA252030	252030	Protists	Apicomplexans	130.023	51.2	GCA_000875885.1	-	-	-	JXWP01	2862	-	-	2015/02/13	2015/02/13	Scaffold	University_of_Toronto	SAMN02933926
Fusarium_circinatum	48490	PRJNA257130	257130	Fungi	Ascomycetes	42.5405	48.4	GCA_000876485.1	-	-	-	JRVE01	909	-	-	2015/02/17	2015/02/17	Scaffold	Forestry_and_Agriculture_Biotechnology_Institute_University_of_Pretoria	SAMN02950949
Picochlorum_sp._SENEW3	1470871	PRJNA245752	245752	Plants	Green_Algae	13.3907	46.1	GCA_000876415.1	-	-	-	JPID01	880	-	-	2014/07/28	2014/07/28	Scaffold	Rutgers,_The_State_University	SAMN02739349
Epichloe_amarillans_E4668	1406313	PRJNA222148	222148	Fungi	Ascomycetes	40.873	44.1	GCA_000877375.1	-	-	-	JFGZ01	2380	-	-	2015/02/18	2015/02/18	Contig	University_of_Kentucky	SAMN02911896
Nothobranchius_furzeri	105023	PRJNA221357	221357	Animals	Fishes	1022.97	42.9	GCA_000878545.1	-	-	-	JNBZ01	46717	-	-	2015/02/20	2015/02/20	Scaffold	Stanford_University	SAMN02750843
Dicentrarchus_labrax	13489	PRJEB5099	243422	Animals	Fishes	675.917	40.4	GCA_000689215.1	-	-	-	CBXY01	25	-	-	2014/04/07	2015/03/05	Scaffold	MPI-PZ	SAMEA3271076
Ustilago_maydis_521	237631	PRJNA1446	1446	Fungi	Basidiomycetes	19.6644	54.0121	GCA_000328475.2	23	-	-	AACP02	27	6910	6783	2003/07/29	2015/02/18	Chromosome	Broad_Institute	SAMN02900459
Gossypium_arboreum	29729	PRJNA181159	181159	Plants	Land_Plants	1862.24	38.7	GCA_000787975.1	-	-	-	JRRC01	392831	35047	33609	2014/11/25	2014/12/02	Scaffold	NCGR	SAMN02441868
Amborella_trichopoda	13333	PRJNA212863	212863	Plants	Land_Plants	706.495	38.1	GCA_000471905.1	-	1	-	AWHE01	5746	18225	20379	2013/09/27	2013/12/29	Scaffold	Amborella_Genome_Sequencing_Project	SAMN02313977
Phlebopus_portentosus	80661	PRJNA260232	260232	Fungi	Basidiomycetes	30.3522	49	GCA_000766925.2	-	-	-	JROP02	108	-	-	2014/10/15	2015/06/02	Scaffold	Yunnan_University	SAMN03018689
Hypoxylon_sp._E7406B	1489628	PRJNA244689	244689	Fungi	Ascomycetes	39.9013	46.5	GCA_000931505.1	-	-	-	JYCQ01	745	-	-	2015/02/23	2015/02/23	Contig	Yale_University	SAMN03333109
Papilio_glaucus	45779	PRJNA270125	270125	Animals	Insects	374.816	35.8	GCA_000931545.1	-	-	-	JWHW01	60470	-	-	2015/02/23	2015/02/23	Scaffold	UT_Southwestern_Medical_Center	SAMN03263079
Rhodotorula_mucilaginosa	5537	PRJNA270792	270792	Fungi	Basidiomycetes	19.9818	60.5	GCA_000931965.1	-	-	-	JWTJ01	1034	-	-	2015/02/24	2015/04/15	Scaffold	Porto_Conte_Ricerche_Srl	SAMN03268882
Diaporthe_longicolla_MSPL_10-6	1230121	PRJNA174445	174445	Fungi	Ascomycetes	129.014	48.7	GCA_000498855.2	-	-	-	AYRD02	12437	-	-	2013/11/25	2014/09/30	Scaffold	Purdue_University	SAMN01162173
Exophiala_mesophila	212818	PRJNA326655	326655	Fungi	Ascomycetes	29.2737	50.4	GCA_000836275.1	-	-	-	JYBW01	9	9237	10347	2015/02/10	2016/06/16	Scaffold	NCBI	SAMN03176949
Cladophialophora_immunda	569365	PRJNA326656	326656	Fungi	Ascomycetes	43.0292	52.8	GCA_000835495.1	-	-	-	JYBZ01	277	12879	14033	2015/02/10	2016/06/16	Scaffold	NCBI	SAMN03176946
Exophiala_xenobiotica	348802	PRJNA326602	326602	Fungi	Ascomycetes	31.4058	51.5	GCA_000835505.1	-	-	-	JYCB01	15	12070	13187	2015/02/10	2016/06/16	Scaffold	NCBI	SAMN03176944
Exophiala_sideris	1016849	PRJNA325799	325799	Fungi	Ascomycetes	29.5056	50.7	GCA_000835395.1	-	-	-	JYBR01	5	10237	11120	2015/02/10	2016/06/16	Scaffold	Broad_Institute	SAMN03176950
Fonsecaea_pedrosoi_CBS_271.37	1442368	PRJNA233314	233314	Fungi	Ascomycetes	34.6889	52.3	GCA_000835455.1	-	-	-	JYBS01	11	12573	12527	2015/02/10	2015/02/23	Scaffold	Broad_Institute	SAMN02567656
Exophiala_spinifera	91928	PRJNA326653	326653	Fungi	Ascomycetes	32.9123	51.7	GCA_000836115.1	-	-	-	JYBY01	28	12110	12049	2015/02/10	2016/06/16	Scaffold	NCBI	SAMN03176947
Verruconis_gallopava	253628	PRJNA326657	326657	Fungi	Ascomycetes	31.7805	49.1	GCA_000836295.1	-	-	-	JYBX01	367	9870	11357	2015/02/10	2016/06/16	Scaffold	NCBI	SAMN03176948
Cladophialophora_bantiana_CBS_173.52	1442370	PRJNA233316	233316	Fungi	Ascomycetes	36.7226	51.3	GCA_000835475.1	-	-	-	JYBT01	60	12817	12762	2015/02/10	2015/02/23	Scaffold	Broad_Institute	SAMN02567658
Exophiala_oligosperma	215243	PRJNA326654	326654	Fungi	Ascomycetes	38.2245	50.4	GCA_000835515.1	-	-	-	JYCA01	143	11938	13234	2015/02/10	2016/06/16	Scaffold	NCBI	SAMN03176945
Rhinocladiella_mackenziei_CBS_650.93	1442369	PRJNA233315	233315	Fungi	Ascomycetes	32.4744	50.4	GCA_000835555.1	-	-	-	JYBU01	17	11418	11382	2015/02/10	2015/02/23	Scaffold	Broad_Institute	SAMN02567657
Capronia_semi-immersa	5601	PRJNA325795	325795	Fungi	Ascomycetes	31.6162	53.7	GCA_000835435.1	-	-	-	JYCC01	13	10971	11909	2015/02/10	2016/06/16	Scaffold	Broad_Institute	SAMN03176943
Fonsecaea_multimorphosa_CBS_102226	1442371	PRJNA233317	233317	Fungi	Ascomycetes	33.4471	52.6	GCA_000836435.1	-	-	-	JYBV01	67	12405	12369	2015/02/12	2015/02/25	Scaffold	Broad_Institute	SAMN02567659
Epichloe_gansuensis_E7080	1037527	PRJNA67299	67299	Fungi	Ascomycetes	39.6162	44.4	GCA_000222895.2	-	-	-	AFRE01	1621	-	-	2011/08/03	2014/08/11	Contig	University_of_Kentucky,_Dept_of_Plant_Pathology	SAMN02981344
Epichloe_gansuensis_var._inebrians_E818	1227659	PRJNA174039	174039	Fungi	Ascomycetes	29.6758	47	GCA_000309355.1	-	-	-	AMDK01	-	-	-	2012/10/31	2014/08/11	Contig	University_of_Kentucky	SAMN02981458
Metarhizium_robertsii_ARSEF_23	655844	PRJNA38717	38717	Fungi	Ascomycetes	41.6568	51.4	GCA_000187425.2	-	-	-	ADNJ02	90	11688	11688	2011/01/31	2014/12/19	Scaffold	Metarhizium_genome_sequencing_Consortium	SAMN02981260
Fistulina_hepatica_ATCC_64428	1128425	PRJNA196028	196028	Fungi	Basidiomycetes	33.8478	50.2	GCA_000934395.1	-	-	-	JYFI01	588	11391	11244	2015/02/25	2015/02/26	Scaffold	DOE_Joint_Genome_Institute	SAMN02746049
Cylindrobasidium_torrendii_FP15055_ss-10	1314674	PRJNA196018	196018	Fungi	Basidiomycetes	31.5741	51.9	GCA_000934385.1	-	-	-	JYFH01	1149	14242	13936	2015/02/25	2015/02/26	Scaffold	DOE_Joint_Genome_Institute	SAMN02744996
Oscheius_sp._MCB	1523172	PRJNA275059	275059	Animals	Roundworms	38.3213	42.7	GCA_000934875.1	-	-	-	JYHL01	-	-	-	2015/02/26	2015/02/26	Contig	University_of_the_Witwatersrand	SAMN03339017
Parastichopus_parvimensis	7690	PRJNA182998	182998	Animals	Other_Animals	873.088	38.5	GCA_000934455.1	-	-	-	JXUT01	21559	-	-	2015/02/25	2015/02/27	Scaffold	Sea_Urchin_Genome_Sequencing_and_Analysis_Consortium	SAMN03108597
Catajapyx_aquilonaris	438503	PRJNA203301	203301	Animals	Insects	302.134	42.9	GCA_000934665.1	-	-	-	JYFJ01	65951	-	-	2015/02/25	2015/02/27	Scaffold	The_i5k_Initiative	SAMN02646748
Monoraphidium_neglectum	145388	PRJNA221625	221625	Plants	Green_Algae	69.7118	64.1131	GCA_000611645.1	-	2	-	AYTC01	6720	16807	16755	2014/03/28	2015/02/26	Scaffold	Bielefeld_University	SAMN02981574
Hypholoma_sublateritium_FD-334_SS-4	945553	PRJNA70685	70685	Fungi	Basidiomycetes	48.0318	51	GCA_000827495.1	-	-	-	JMSJ01	704	17997	17771	2015/01/21	2016/04/15	Scaffold	JGI	SAMN00771374
Hydra_vulgaris	6087	PRJNA12876	12876	Animals	Other_Animals	1259.07	26.1	GCA_000219015.1	-	-	-	ABRM01	132854	-	-	2008/07/31	2013/11/01	Scaffold	JCVI	SAMN00000081
Penicillium_oxalicum_JU-A10-T	933390	PRJNA60881	60881	Fungi	Ascomycetes	30.6855	50.6	GCA_000383025.1	-	-	-	AGII01	24	-	-	2013/04/10	2014/08/11	Scaffold	State_Key_Laboratory_of_Microbial_Technology,_Shandong_University	SAMN02981375
Tolypocladium_sp._Salcha_MEA-2	1355412	PRJNA254396	254396	Fungi	Ascomycetes	30.833	57.9	GCA_000750145.2	-	-	-	JPIJ02	44	-	-	2014/09/08	2015/06/02	Contig	INPART	SAMN02903337
Dactylonectria_macrodidyma	307937	PRJNA274176	274176	Fungi	Ascomycetes	57.9964	50	GCA_000935225.1	-	-	-	JYGD01	911	-	-	2015/03/02	2015/06/02	Scaffold	USDA-ARS	SAMN03323356
Nanorana_parkeri	125878	PRJNA243398	243398	Animals	Amphibians	2053.85	42.7	GCA_000935625.1	-	-	-	JYOU01	25187	-	-	2015/03/02	2015/03/02	Scaffold	BGI-Shenzhen	SAMN02720813
Caenorhabditis_elegans	6239	PRJEB4373	261621	Animals	Roundworms	101.169	35.8	GCA_000939815.1	-	-	-	-	3806	-	-	-	-	Scaffold	WTSI	SAMEA1920834
Parasitella_parasitica	35722	PRJEB7124	260023	Fungi	Other_Fungi	44.9106	39.8	GCA_000938895.1	-	-	-	CCXP01	15637	13543	13408	2014/09/27	2014/09/27	Scaffold	FRIEDRICH_SCHILLER_UNIVERSITY_JENA	SAMEA2780554
Strongyloides_papillosus	174720	PRJEB525	261598	Animals	Roundworms	60.448	25.6	GCA_000936265.1	-	-	-	-	4703	-	-	-	-	Scaffold	WTSI	SAMEA1034738
Lasallia_pustulata	136370	PRJNA275184	275184	Fungi	Ascomycetes	39.2298	51.2	GCA_000938525.1	-	-	-	JYIL01	3891	-	-	2015/03/03	2015/03/03	Scaffold	Senckenberg_Biodiversity_and_Climate_Research_Centre_(BIK-F)	SAMN03339881
Lachancea_lanzarotensis	1245769	PRJEB7950	270482	Fungi	Ascomycetes	11.0921	44.3	GCA_000938715.1	-	-	-	CDLU01	24	5374	5058	2015/01/05	2015/01/05	Scaffold	INRA_UMR_1319	SAMEA3170909
Syphacia_muris	451379	PRJEB524	261597	Animals	Roundworms	99.0933	31	GCA_000939275.1	-	-	-	-	3879	-	-	-	-	Scaffold	WTSI	SAMEA1984309
Neurospora_crassa_OR74A	367110	PRJNA13841	13841	Fungi	Ascomycetes	41.1024	48.2319	GCA_000182925.2	7	1	-	AABX03	21	10456	10813	2003/03/12	2014/08/06	Chromosome	Broad_Institute	SAMN02953583
Fasciola_hepatica	6192	PRJEB6687	263667	Animals	Flatworms	1275.11	44.3	GCA_000947175.1	-	-	-	CCMX01	20158	-	-	2014/11/08	2014/11/08	Scaffold	LIV	SAMEA2629804
Dracunculus_medinensis	318479	PRJEB500	261576	Animals	Roundworms	103.751	30.2	GCA_000946415.1	-	-	-	-	1350	-	-	-	-	Scaffold	WTSI	SAMEA1034745
Strongyloides_stercoralis	6248	PRJEB528	261601	Animals	Roundworms	42.6746	22.1	GCA_000947215.1	-	-	-	-	800	-	-	-	-	Scaffold	WTSI	SAMEA1034743
Parastrongyloides_trichosuri	131310	PRJEB515	261588	Animals	Roundworms	42.487	28.4	GCA_000941615.1	-	-	-	-	1810	-	-	-	-	Scaffold	WTSI	SAMEA1034754
Penicillium_capsulatum	69766	PRJNA255347	255347	Fungi	Ascomycetes	34.3406	49.1	GCA_000943775.1	-	-	-	JPLR01	62	-	-	2015/03/04	2015/03/04	Contig	Shanghai_Key_Laboratory_of_Molecular_Medical_Mycology,_Department_of__Dermatology,_Shanghai_Changzheng_Hospital;_Academy_of_Military_Medical_Sciences	SAMN02912204
Penicillium_capsulatum	69766	PRJNA255345	255345	Fungi	Ascomycetes	34.3741	49.1	GCA_000943765.1	-	-	-	JPLQ01	65	-	-	2015/03/04	2015/05/28	Contig	Shanghai_Key_Laboratory_of_Molecular_Medical_Mycology,_Department_of__Dermatology,_Shanghai_Changzheng_Hospital;_Academy_of_Military_Medical_Sciences	SAMN02912202
Rhabditophanes_sp._KR3021	114890	PRJEB1297	261618	Animals	Roundworms	47.2679	32.1	GCA_000944355.1	-	-	-	-	471	-	-	-	-	Scaffold	WTSI	SAMEA1709039
Hordeum_vulgare	4513	PRJEB5860	276649	Plants	Land_Plants	98.056	59.6	GCA_000947855.1	-	-	-	CEGH01	-	-	-	2015/02/27	2015/02/27	Contig	DUNDEE	SAMEA3257439
Aedes_aegypti	7159	PRJNA12434	12434	Animals	Insects	1383.96	38.8	GCA_000004015.2	-	-	-	AAGE02	4756	17223	17387	2005/02/11	2014/08/06	Scaffold	TIGR	SAMN02953616
Hirsutella_thompsonii_MTCC6686	1303645	PRJNA192878	192878	Fungi	Ascomycetes	35.1749	52.4	GCA_000472125.2	-	-	-	APKU01	1003	-	-	2013/09/30	2015/03/12	Contig	Institute_of_Microbial_Technology	SAMN02981516
Catharanthus_roseus	4058	PRJNA252611	252611	Plants	Land_Plants	522.654	33.6	GCA_000949345.1	-	-	-	JQHZ01	79302	-	-	2015/03/06	2015/03/24	Scaffold	Michigan_State_University	SAMN02989763
Vollenhovia_emeryi	411798	PRJDB3517	275948	Animals	Insects	287.901	42.6	GCA_000949405.1	-	-	-	BBUO01	13258	15715	26071	2015/03/03	2015/03/03	Scaffold	Okinawa_Institute_of_Science_and_Technology	SAMD00026325
Protopolystoma_xenopodis	117903	PRJEB1201	261611	Animals	Flatworms	617.345	38.2	GCA_000950455.1	-	-	-	-	316398	-	-	-	-	Scaffold	WTSI	SAMEA1034761
Hymenolepis_diminuta	6216	PRJEB507	261581	Animals	Flatworms	165.879	35.3	GCA_000951255.1	-	-	-	-	13910	-	-	-	-	Scaffold	WTSI	SAMEA1034737
Acanthaster_planci	133434	PRJDB3175	275725	Animals	Other_Animals	2.58492	41.5	GCA_000950615.1	-	-	-	BBNW01	2	-	-	2015/02/17	2015/02/17	Scaffold	Okinawa_Institute_of_Science_and_Technology	SAMD00020546
Anisakis_simplex	6269	PRJEB496	261572	Animals	Roundworms	126.87	37.1	GCA_000951095.1	-	-	-	-	42005	-	-	-	-	Scaffold	WTSI	SAMEA1529932
Diphyllobothrium_latum	60516	PRJEB1206	261616	Animals	Flatworms	531.434	43.7	GCA_000950535.1	-	-	-	-	140294	-	-	-	-	Scaffold	WTSI	SAMEA1463519
Trichobilharzia_regenti	157069	PRJEB4662	261624	Animals	Flatworms	701.762	38.8	GCA_000950905.1	-	-	-	-	188369	-	-	-	-	Scaffold	WTSI	SAMEA1876470
Enterobius_vermicularis	51028	PRJEB503	261578	Animals	Roundworms	150.051	33.2	GCA_000951215.1	-	-	-	-	19832	-	-	-	-	Scaffold	WTSI	SAMEA1979798
Angiostrongylus_costaricensis	334426	PRJEB494	261571	Animals	Roundworms	262.783	41.3	GCA_000951015.1	-	-	-	-	6384	-	-	-	-	Scaffold	WTSI	SAMEA1463533
Capsicum_annuum	4072	PRJNA186921	186921	Plants	Land_Plants	2935.88	35.4061	GCA_000710875.1	12	2	-	ASJU01	6478	41504	45410	2014/06/23	2015/03/11	Chromosome	BGI	SAMN01906946
Nippostrongylus_brasiliensis	27835	PRJEB511	261585	Animals	Roundworms	294.4	43	GCA_000951335.1	-	-	-	-	29375	-	-	-	-	Scaffold	WTSI	SAMEA1018098
Onchocerca_flexuosa	387005	PRJEB512	261586	Animals	Roundworms	86.1755	29.8	GCA_000951355.1	-	-	-	-	45472	-	-	-	-	Scaffold	WTSI	SAMEA1463510
Ascaris_lumbricoides	6252	PRJEB4950	261626	Animals	Roundworms	316.975	37.8	GCA_000951055.1	-	-	-	-	31710	-	-	-	-	Scaffold	WTSI	SAMEA1463534
Brugia_pahangi	6280	PRJEB497	261573	Animals	Roundworms	90.5451	28.3	GCA_000951115.1	-	-	-	-	14029	-	-	-	-	Scaffold	WTSI	SAMEA1034757
Elaeophora_elaphi	1147741	PRJEB502	226653	Animals	Roundworms	82.5683	31.8	GCA_000951195.1	-	-	-	-	8078	-	-	-	-	Scaffold	WTSI	SAMEA2586617
Angiostrongylus_cantonensis	6313	PRJEB493	261570	Animals	Roundworms	253.243	41.7	GCA_000950995.1	-	-	-	-	18635	-	-	-	-	Scaffold	WTSI	SAMEA1529934
Dicrocoelium_dendriticum	57078	PRJEB3954	261619	Animals	Flatworms	547.921	43.7	GCA_000950715.1	-	-	-	-	478538	-	-	-	-	Scaffold	WTSI	SAMEA2009450
Heligmosomoides_polygyrus	6339	PRJEB1203	261613	Animals	Roundworms	560.662	45.3	GCA_000950495.1	-	-	-	-	44726	-	-	-	-	Scaffold	WTSI	SAMEA1686772
Echinostoma_caproni	27848	PRJEB1207	261617	Animals	Flatworms	834.556	43.1	GCA_000950555.1	-	-	-	-	86083	-	-	-	-	Scaffold	WTSI	SAMEA1034762
Mucor_ambiguus	91626	PRJDB3023	275080	Fungi	Other_Fungi	40.7375	42.4	GCA_000950595.1	-	-	-	BBKB01	1283	11651	11343	2015/02/07	2015/02/07	Scaffold	National_Institute_of_Advanced_Industrial_Science_and_Technology_(AIST)	SAMD00019078
Mrakia_blollopis	696254	PRJDB3253	270040	Fungi	Basidiomycetes	30.4798	53.7	GCA_000950635.1	-	-	-	BBPU01	167	-	-	2014/12/10	2015/03/13	Contig	National_Institute_of_Advanced_Industrial_Science_and_Technology_(AIST)	SAMD00023315
Starmerella_bombicola	75736	PRJDB2962	275079	Fungi	Ascomycetes	9.36912	48.1	GCA_000950655.1	-	-	-	BBSW01	295	-	-	2015/02/06	2015/04/14	Contig	National_Institute_of_Advanced_Industrial_Science_and_Technology_(AIST)	SAMD00018606
Brugia_timori	42155	PRJEB4663	261625	Animals	Roundworms	64.9307	30.4	GCA_000950975.1	-	-	-	-	23963	-	-	-	-	Scaffold	WTSI	SAMEA2160788
Cylicostephanus_goldi	71465	PRJEB498	261574	Animals	Roundworms	173.362	40.7	GCA_000951155.1	-	-	-	-	154509	-	-	-	-	Scaffold	WTSI	SAMEA1484843
Gongylonema_pulchrum	637853	PRJEB505	261580	Animals	Roundworms	322.334	42	GCA_000951235.1	-	-	-	-	128401	-	-	-	-	Scaffold	WTSI	SAMEA1484838
Hymenolepis_nana	102285	PRJEB508	261582	Animals	Flatworms	162.944	37.2	GCA_000951275.1	-	-	-	-	16212	-	-	-	-	Scaffold	WTSI	SAMEA1034746
Haemonchus_placei	6290	PRJEB509	261583	Animals	Roundworms	259.126	43.1	GCA_000951295.1	-	-	-	-	24923	-	-	-	-	Scaffold	WTSI	SAMEA1034759
Mesocestoides_corti	53468	PRJEB510	261584	Animals	Flatworms	117.182	41.9	GCA_000951315.1	-	-	-	-	7068	-	-	-	-	Scaffold	WTSI	SAMEA1484839
Parascaris_equorum	6256	PRJEB514	261587	Animals	Roundworms	185.377	41	GCA_000951375.1	-	-	-	-	60399	-	-	-	-	Scaffold	WTSI	SAMEA1484842
Soboliphyme_baturini	241478	PRJEB516	261589	Animals	Roundworms	218.333	41.7	GCA_000951395.1	-	-	-	-	22336	-	-	-	-	Scaffold	WTSI	SAMEA1484840
Schistosoma_curassoni	6186	PRJEB519	261592	Animals	Flatworms	344.202	34.6	GCA_000951415.1	-	-	-	-	60140	-	-	-	-	Scaffold	WTSI	SAMEA1981063
Schistosoma_margrebowiei	48269	PRJEB522	261595	Animals	Flatworms	367.397	34.4	GCA_000951435.1	-	-	-	-	23355	-	-	-	-	Scaffold	WTSI	SAMEA1984307
Schistosoma_mattheei	31246	PRJEB523	261596	Animals	Flatworms	340.818	34.8	GCA_000951455.1	-	-	-	-	62061	-	-	-	-	Scaffold	WTSI	SAMEA1034772
Schistosoma_rodhaini	6188	PRJEB526	261599	Animals	Flatworms	343.294	35.1	GCA_000951475.1	-	-	-	-	42069	-	-	-	-	Scaffold	WTSI	SAMEA1979799
Wuchereria_bancrofti	6293	PRJEB536	261608	Animals	Roundworms	76.9915	28.8	GCA_000951595.1	-	-	-	-	13520	-	-	-	-	Scaffold	WTSI	SAMEA1686771
Lytechinus_variegatus	7654	PRJNA62399	62399	Animals	Other_Animals	1061.2	36.9	GCA_000239495.2	-	-	-	AGCV02	322794	-	-	2011/12/21	2015/03/11	Scaffold	Baylor_College_of_Medicine	SAMN00205415
Taenia_asiatica	60517	PRJEB532	261605	Animals	Flatworms	135.978	43	GCA_000951535.1	-	-	-	-	24137	-	-	-	-	Scaffold	WTSI	SAMEA1463525
Toxocara_canis	6265	PRJEB533	261606	Animals	Roundworms	299.788	40.5	GCA_000951555.1	-	-	-	-	29185	-	-	-	-	Scaffold	WTSI	SAMEA1034752
Strongylus_vulgaris	40348	PRJEB531	261604	Animals	Roundworms	291.096	38.9	GCA_000951515.1	-	-	-	-	167310	-	-	-	-	Scaffold	WTSI	SAMEA1529933
Hydatigera_taeniaeformis	6205	PRJEB534	261607	Animals	Flatworms	103.665	43.2	GCA_000951575.1	-	-	-	-	30091	-	-	-	-	Scaffold	WTSI	SAMEA2034687
Cyprinus_carpio	7962	PRJEB7241	260702	Animals	Fishes	1713.64	37.3	GCA_000951615.1	-	-	-	-	9377	-	-	-	-	Scaffold	CHINESE_ACADEMY_OF_FISHERY_SCIENCE	SAMEA2757102
Schistocephalus_solidus	70667	PRJEB527	261600	Animals	Flatworms	539.425	43.3	GCA_000951495.1	-	-	-	-	56778	-	-	-	-	Scaffold	WTSI	SAMEA1484844
Mandrillus_leucophaeus	9568	PRJNA251423	251423	Animals	Mammals	3061.99	41.6	GCA_000951045.1	-	-	-	JYKQ01	12821	27823	38336	2015/03/11	2015/03/12	Scaffold	Baylor_College_of_Medicine	SAMN03121813
Colobus_angolensis_palliatus	336983	PRJNA251421	251421	Animals	Mammals	2970.12	41.6	GCA_000951035.1	-	-	-	JYKR01	13124	27816	38656	2015/03/11	2015/03/12	Scaffold	Baylor_College_of_Medicine	SAMN03121814
Aspergillus_flavus_AF70	1392242	PRJNA217045	217045	Fungi	Ascomycetes	37.0274	48.3	GCA_000952835.1	-	-	-	JZDT01	924	13196	13196	2015/03/13	2015/10/01	Contig	JCVI	SAMN03255771
Dictyocaulus_viviparus	29172	PRJNA72587	72587	Animals	Roundworms	160.964	35	GCA_000816705.1	-	-	-	AZAF01	7157	14418	14171	2015/01/07	2016/03/03	Scaffold	The_Genome_Institute	SAMN02873952
Verticillium_dahliae_VdLs.17	498257	PRJNA276625	276625	Fungi	Ascomycetes	35.9739	53.9912	GCA_000952015.1	8	-	-	-	8	-	-	2015/03/13	2015/03/13	Complete_Genome	Wageningen_University	SAMN02953716
Spirometra_erinaceieuropaei	99802	PRJEB1202	261612	Animals	Flatworms	1258.72	45.3	GCA_000951995.1	-	-	-	-	482396	-	-	-	-	Scaffold	WTSI	SAMEA2030242
Aotus_nancymaae	37293	PRJNA251539	251539	Animals	Mammals	2926.58	41.7	GCA_000952055.1	-	1	-	JYKP01	29223	30017	43831	2015/03/12	2015/03/16	Scaffold	Baylor_College_of_Medicine	SAMN03121886
Capsicum_annuum_var._glabriusculum	165789	PRJNA193661	193661	Plants	Land_Plants	2768.13	35.7441	GCA_000950795.1	12	-	-	ASJV01	16998	-	-	2014/06/25	2015/03/16	Chromosome	BGI	SAMN01906552
Lotmaria_passim	1620387	PRJNA78249	78249	Protists	Kinetoplasts	32.813	53.5	GCA_000635995.1	-	-	-	AHIJ01	2801	-	-	2014/04/22	2015/03/11	Contig	DeRisi_Lab_-_UCSF	SAMN02731756
Sus_scrofa	9823	PRJNA144099	144099	Animals	Mammals	2508.91	41.9	GCA_000325925.2	-	-	-	AJKK01	137577	-	-	2012/11/30	2015/03/18	Scaffold	BGI-shenzhen	SAMN02953814
Metarhizium_anisopliae_BRIP_53293	1291518	PRJNA188933	188933	Fungi	Ascomycetes	38.6725	51.4	GCA_000426965.1	-	-	-	APNB01	577	11415	11415	2013/07/12	2015/03/18	Scaffold	EH_Graham_Centre_for_Agricultural_Innovation,_School_of_Agricultural_and_Wine_Sciences,_Charles_Sturt_University	SAMN02981521
Metarhizium_anisopliae_BRIP_53284	1291519	PRJNA188935	188935	Fungi	Ascomycetes	38.0886	51.5	GCA_000426985.1	-	-	-	APNC01	1193	11456	11456	2013/07/12	2015/03/18	Scaffold	EH_Graham_Centre_for_Agricultural_Innovation,_School_of_Agricultural_and_Wine_Sciences,_Charles_Sturt_University	SAMN02981522
Cotesia_vestalis	217443	PRJNA271135	271135	Animals	Insects	186.104	30.6	GCA_000956155.1	-	-	-	JZSA01	-	-	-	2015/03/18	2015/03/18	Contig	Andong_National_University	SAMN03273265
Aspergillus_parasiticus_SU-1	1403190	PRJNA219623	219623	Fungi	Ascomycetes	39.466	48.1	GCA_000956085.1	-	-	-	JZEE01	753	8645	8645	2015/03/18	2015/03/18	Contig	JCVI	SAMN03255772
Ancylostoma_ceylanicum	53326	PRJNA72583	72583	Animals	Roundworms	348.995	44	GCA_000402015.1	-	-	-	ASSL01	8098	16222	15892	2013/05/24	2015/03/17	Scaffold	The_Genome_Institute	SAMN03421310
Anopheles_farauti	69004	PRJNA248827	248827	Animals	Insects	161.384	44.8	GCA_000956265.1	-	-	-	JXXC01	-	-	-	2015/03/19	2015/03/19	Contig	Cleveland_Clinic_Foundation	SAMN02803810
Macaca_nemestrina	9545	PRJNA251427	251427	Animals	Mammals	2948.7	41.3	GCA_000956065.1	-	-	-	JZLF01	9733	37066	62876	2015/03/16	2015/03/19	Scaffold	Baylor_College_of_Medicine	SAMN03121842
Cercocebus_atys	9531	PRJNA157077	157077	Animals	Mammals	2848.25	41.1	GCA_000955945.1	-	-	-	JZLG01	11433	30650	65920	2015/03/16	2015/03/19	Scaffold	Human_Genome_Sequencing_Center_-_BCM	SAMN03379531
Thlaspi_arvense	13288	PRJNA222676	222676	Plants	Land_Plants	343.012	38.5	GCA_000956625.1	-	-	-	AZNP01	6768	-	-	2015/03/19	2015/07/02	Scaffold	University_of_Minnesota	SAMN02374852
Anopheles_farauti_No._4	59191	PRJNA248827	248827	Animals	Insects	146.379	44.5	GCA_000956215.1	-	-	-	JXWZ01	-	-	-	2015/03/19	2015/03/19	Contig	Cleveland_Clinic_Foundation	SAMN02803812
